Payment No,Type,Date,Name ID,Name,Method,Check/Ref No,Currency,Amount,Exchange Rate,Amount (USD),Applied To,Applied Amount,Unapplied
PAY-D-8433,Bill Payment,06/25/2026,V-1147,Oregon Coast Seafood Traders,CHECK,40467,USD,"7,701.83",1.0000,"7,701.83",B-20877,"7,701.83",0.00
PAY-D-8434,Bill Payment,06/25/2026,V-1151,Walla Walla Onion Growers,ACH,585408035075104,USD,"4,394.54",1.0000,"4,394.54",B-21125,"4,394.54",0.00
PAY-D-8435,Bill Payment,06/25/2026,V-1155,Pacific Fleet Fuel,ACH,267671591893427,USD,"2,079.69",1.0000,"2,079.69",B-20643,"2,079.69",0.00
PAY-D-8436,Bill Payment,06/25/2026,V-1173,Nisqually Salmon Co.,CHECK,40468,USD,"7,216.29",1.0000,"7,216.29",B-21450,"7,216.29",0.00
PAY-D-8437,Bill Payment,06/25/2026,V-1180,Beaverton Forklift Leasing,ACH,879704217523689,USD,"2,313.60",1.0000,"2,313.60",B-20649,"2,313.60",0.00
PAY-D-8438,Bill Payment,06/25/2026,V-1193,Chehalis Valley Eggs,ACH,916394959644192,USD,"10,317.16",1.0000,"10,317.16",B-20975,"10,317.16",0.00
PAY-D-8439,Bill Payment,06/25/2026,V-1204,Northwest Reefer Transport,ACH,067847786521558,USD,"4,397.12",1.0000,"4,397.12",B-20042,"1,485.75",0.00
PAY-D-8439,Bill Payment,06/25/2026,V-1204,Northwest Reefer Transport,ACH,067847786521558,USD,"4,397.12",1.0000,"4,397.12",B-20377,"2,911.37",
PAY-D-8440,Bill Payment,06/25/2026,V-1209,Sound Cartage Co.,ACH,004244573322663,USD,"2,488.35",1.0000,"2,488.35",B-21094,"2,488.35",0.00
PAY-D-8441,Bill Payment,06/25/2026,V-1220,Treasure Valley Trucking,ACH,760605029062365,USD,"4,761.07",1.0000,"4,761.07",B-20763,"3,299.45",0.00
PAY-D-8441,Bill Payment,06/25/2026,V-1220,Treasure Valley Trucking,ACH,760605029062365,USD,"4,761.07",1.0000,"4,761.07",B-21375,"1,461.62",
PAY-D-8442,Bill Payment,06/25/2026,V-1224,Siuslaw Cranberry Growers,ACH,323511302289470,USD,"7,876.22",1.0000,"7,876.22",B-20628,"7,876.22",0.00
PAY-D-8443,Bill Payment,06/25/2026,V-1226,Skagit Valley Grains,CHECK,40469,USD,"7,718.05",1.0000,"7,718.05",B-20058,"7,718.05",0.00
PAY-D-8444,Bill Payment,06/25/2026,V-1227,Blue Mountain Carriers,CHECK,40470,USD,"2,860.08",1.0000,"2,860.08",B-21102,"2,860.08",0.00
PAY-D-8445,Bill Payment,06/25/2026,V-1231,Evergreen Mutual Insurance,CHECK,40471,USD,"8,044.43",1.0000,"8,044.43",B-21406,"8,044.43",0.00
PAY-D-8446,Bill Payment,06/25/2026,V-1235,Bitterroot Bakehouse Supply,ACH,130631330928008,USD,"10,145.21",1.0000,"10,145.21",B-21370,"10,145.21",0.00
PAY-D-8447,Bill Payment,06/25/2026,V-1236,Kittitas Hay & Grain,CHECK,40472,USD,"6,564.12",1.0000,"6,564.12",B-20258,"6,564.12",0.00
PAY-D-8448,Bill Payment,06/25/2026,V-1237,McKenzie River Mills,ACH,541477131511189,USD,"8,285.87",1.0000,"8,285.87",B-21481,"8,285.87",0.00
PAY-D-8449,Bill Payment,06/25/2026,V-1239,Newberg Nut Growers,ACH,410674909411951,USD,"6,721.11",1.0000,"6,721.11",B-20814,"6,721.11",0.00
PAY-D-8450,Bill Payment,06/25/2026,V-1251,Payette Valley Beef,ACH,854315293756372,USD,"6,237.04",1.0000,"6,237.04",B-21518,"6,237.04",0.00
PAY-D-8451,Bill Payment,06/25/2026,V-1255,Coquille Dairy Cooperative,ACH,077194499603898,USD,"25,946.48",1.0000,"25,946.48",B-21133,"11,398.96",0.00
PAY-D-8451,Bill Payment,06/25/2026,V-1255,Coquille Dairy Cooperative,ACH,077194499603898,USD,"25,946.48",1.0000,"25,946.48",B-21268,"14,547.52",
PAY-D-8452,Bill Payment,06/25/2026,V-1261,Columbia Basin Water District,ACH,894467632714411,USD,567.63,1.0000,567.63,B-21295,567.63,0.00
PAY-D-8453,Bill Payment,06/25/2026,V-1266,Silvies River Lamb,CHECK,40473,USD,"6,236.83",1.0000,"6,236.83",B-20414,"6,236.83",0.00
PAY-D-8454,Bill Payment,06/25/2026,V-1270,Santiam Canning Co.,CHECK,40474,USD,"4,274.24",1.0000,"4,274.24",B-20969,"4,274.24",0.00
PAY-D-8455,Bill Payment,06/25/2026,V-1274,Olympic Peninsula Mushrooms,CHECK,40475,USD,"14,533.50",1.0000,"14,533.50",B-20021,"14,533.50",0.00
PAY-D-8456,Bill Payment,06/25/2026,V-1279,Willamette Valley Creamery,ACH,601423646422650,USD,"11,070.23",1.0000,"11,070.23",B-20987,"11,070.23",0.00
PAY-D-8457,Bill Payment,06/25/2026,V-1280,Grande Ronde Poultry,CHECK,40476,USD,"5,629.44",1.0000,"5,629.44",B-20612,"5,629.44",0.00
PAY-D-8458,Bill Payment,06/25/2026,V-1284,Hood Canal Oyster Co.,ACH,067538680726736,USD,"5,314.56",1.0000,"5,314.56",B-20991,"5,314.56",0.00
PAY-D-8459,Bill Payment,06/25/2026,V-1290,Columbia Gorge Orchards,ACH,002493116685737,USD,"20,716.38",1.0000,"20,716.38",B-21362,"9,683.33",0.00
PAY-D-8459,Bill Payment,06/25/2026,V-1290,Columbia Gorge Orchards,ACH,002493116685737,USD,"20,716.38",1.0000,"20,716.38",B-20626,"11,033.05",
PAY-D-8460,Bill Payment,06/25/2026,V-1291,Palouse Lentil Growers,ACH,212442092863210,USD,"8,950.14",1.0000,"8,950.14",B-20104,"8,950.14",0.00
PAY-D-8461,Bill Payment,06/25/2026,V-1292,Hermiston Melon Farms,ACH,717337949841344,USD,"5,753.31",1.0000,"5,753.31",B-20490,"5,753.31",0.00
PAY-D-8462,Bill Payment,06/25/2026,V-1294,Umpqua Oat Mill,ACH,855784009470522,USD,"8,006.23",1.0000,"8,006.23",B-20278,"8,006.23",0.00
PAY-D-8463,Bill Payment,06/25/2026,V-1299,Evergreen Box & Film,ACH,619895815318385,USD,"3,313.95",1.0000,"3,313.95",B-21267,"3,313.95",0.00
PAY-D-8464,Bill Payment,06/29/2026,V-1279,Willamette Valley Creamery,CHECK,40477,USD,"7,412.30",1.0000,"7,412.30",B-20820,"7,412.30",0.00
PAY-D-8465,Bill Payment,06/29/2026,V-1290,Columbia Gorge Orchards,CHECK,40478,USD,"6,238.95",1.0000,"6,238.95",B-20415,"6,238.95",0.00
PAY-D-8466,Bill Payment,06/30/2026,V-1020,Cascade Coldchain Logistics,CHECK,40479,USD,"4,934.50",1.0000,"4,934.50",B-21288,"4,934.50",0.00
PMT-31226,Receipt,01/01/2026,C-0069,Riverbend Natural Grocers,ACH,555626004701223,USD,"23,670.49",1.0000,"23,670.49",INV-9866,"23,670.49",0.00
PMT-31227,Receipt,01/01/2026,C-0183,Madrona Food Co-op,ACH,754938288088095,USD,"13,392.73",1.0000,"13,392.73",INV-9871,"13,392.73",0.00
PMT-31228,Receipt,01/01/2026,C-0186,Hawthorne Fresh Market,ACH,177278687227208,USD,"25,894.56",1.0000,"25,894.56",INV-9856,"25,894.56",0.00
PMT-31229,Receipt,01/01/2026,C-0420,Nehalem Bay Grocers,CHECK,6555,USD,"23,550.64",1.0000,"23,550.64",INV-9877,"23,550.64",0.00
PMT-31230,Receipt,01/01/2026,C-0423,Salt Marsh Kitchen,ACH,925916204380109,USD,"3,860.75",1.0000,"3,860.75",INV-9920,"3,860.75",0.00
PMT-31231,Receipt,01/02/2026,C-0087,Inkwell Supper Club,CHECK,2462,USD,799.94,1.0000,799.94,INV-9909,799.94,0.00
PMT-31232,Receipt,01/02/2026,C-0136,Redtail Brasserie,CHECK,2065,USD,"3,834.56",1.0000,"3,834.56",INV-9902,"3,834.56",0.00
PMT-31233,Receipt,01/02/2026,C-0264,Vale Brasserie,ACH,542715099735311,USD,"2,721.80",1.0000,"2,721.80",INV-9963,"2,721.80",0.00
PMT-31234,Receipt,01/02/2026,C-0308,Northstar Deli,ACH,122133955071996,USD,"3,934.01",1.0000,"3,934.01",INV-9908,"3,934.01",0.00
PMT-31235,Receipt,01/05/2026,C-0088,Palouse Provisions,CHECK,9448,USD,"16,317.07",1.0000,"16,317.07",INV-9853,"16,317.07",0.00
PMT-31236,Receipt,01/05/2026,C-0120,Saltbox Kitchen,CHECK,66,USD,"2,858.18",1.0000,"2,858.18",INV-9967,"2,858.18",0.00
PMT-31237,Receipt,01/05/2026,C-0193,Quinault Country Store,CHECK,847,USD,"26,756.65",1.0000,"26,756.65",INV-9875,"26,756.65",0.00
PMT-31238,Receipt,01/05/2026,C-0198,GREEN VALLEY COOP #2,CHECK,8226,USD,"27,326.69",1.0000,"27,326.69",INV-9882,"27,326.69",0.00
PMT-31239,Receipt,01/05/2026,C-0216,Arbor Kitchen,CHECK,1198,USD,"1,007.32",1.0000,"1,007.32",INV-9979,"1,007.32",0.00
PMT-31240,Receipt,01/05/2026,C-0250,Nettle Cantina,ACH,423364336277336,USD,"2,448.21",1.0000,"2,448.21",INV-9892,"2,448.21",0.00
PMT-31241,Receipt,01/05/2026,C-0299,Orchard Bakery,CHECK,8847,USD,"1,220.39",1.0000,"1,220.39",INV-9947,"1,220.39",0.00
PMT-31242,Receipt,01/05/2026,C-0325,Cobalt Cafe,CHECK,5326,USD,"2,734.49",1.0000,"2,734.49",INV-9925,"2,734.49",0.00
PMT-31243,Receipt,01/05/2026,C-0337,Saffron Taproom,CHECK,4734,USD,"3,646.46",1.0000,"3,646.46",INV-9889,"3,646.46",0.00
PMT-31244,Receipt,01/05/2026,C-0340,Eastside Cafe,CHECK,9430,USD,809.95,1.0000,809.95,INV-9919,809.95,0.00
PMT-31245,Receipt,01/05/2026,C-0357,Mountain Grocers LLC,ACH,231727917349525,USD,"23,929.86",1.0000,"23,929.86",INV-9879,"23,929.86",0.00
PMT-31246,Receipt,01/05/2026,C-0366,Kettle Bistro,ACH,136945394687333,USD,"3,481.45",1.0000,"3,481.45",INV-9969,"3,481.45",0.00
PMT-31247,Receipt,01/05/2026,C-0399,Larch Mountain Mercantile,CHECK,2558,USD,"17,810.36",1.0000,"17,810.36",INV-9869,"17,810.36",0.00
PMT-31248,Receipt,01/05/2026,C-0404,Cairn Cafe,CHECK,4798,USD,"3,800.87",1.0000,"3,800.87",INV-9893,"3,800.87",0.00
PMT-31249,Receipt,01/05/2026,C-0412,Cedar & Salt Bistro,CHECK,7646,USD,"3,390.91",1.0000,"3,390.91",INV-9938,"3,390.91",0.00
PMT-31250,Receipt,01/06/2026,C-0027,Cascade Harvest Grocers,CHECK,3376,USD,"25,448.04",1.0000,"25,448.04",INV-9873,"25,448.04",0.00
PMT-31251,Receipt,01/06/2026,C-0121,Upland Kitchen,ACH,278598695624204,USD,"1,302.63",1.0000,"1,302.63",INV-9906,"1,302.63",0.00
PMT-31252,Receipt,01/06/2026,C-0282,Yarrow Deli,CHECK,9008,USD,"2,350.59",1.0000,"2,350.59",INV-9974,"2,350.59",0.00
PMT-31253,Receipt,01/06/2026,C-0348,Foxglove Market,ACH,168694778252442,USD,"26,178.70",1.0000,"26,178.70",INV-9864,"26,178.70",0.00
PMT-31254,Receipt,01/06/2026,C-0406,Wharf Cantina,CHECK,7998,USD,962.88,1.0000,962.88,INV-9926,962.88,0.00
PMT-31255,Receipt,01/07/2026,C-0033,Treasure Valley Market,CHECK,3708,USD,"20,348.26",1.0000,"20,348.26",INV-9891,"20,348.26",0.00
PMT-31256,Receipt,01/07/2026,C-0093,Heron Cafe,ACH,173373622366838,USD,"3,147.29",1.0000,"3,147.29",INV-9924,"3,147.29",0.00
PMT-31257,Receipt,01/07/2026,C-0100,Copperleaf Brasserie,ACH,987970167193563,USD,"2,611.00",1.0000,"2,611.00",INV-9918,"2,611.00",0.00
PMT-31258,Receipt,01/07/2026,C-0163,Elk Rock Provisions,ACH,942449614438401,USD,"18,467.16",1.0000,"18,467.16",INV-9874,"18,467.16",0.00
PMT-31259,Receipt,01/07/2026,C-0200,Ember Lane Grocers,CHECK,4958,USD,"19,621.81",1.0000,"19,621.81",INV-9886,"19,621.81",0.00
PMT-31260,Receipt,01/07/2026,C-0351,Yeoman Brasserie,CHECK,6786,USD,831.13,1.0000,831.13,INV-9915,831.13,0.00
PMT-31261,Receipt,01/07/2026,C-0362,Quince Noodle House,CHECK,2510,USD,"1,699.41",1.0000,"1,699.41",INV-9937,"1,699.41",0.00
PMT-31262,Receipt,01/07/2026,C-0381,Rookery Cafe,ACH,611634349648355,USD,"1,868.44",1.0000,"1,868.44",INV-9964,"1,868.44",0.00
PMT-31263,Receipt,01/07/2026,C-0401,Pinewood Kitchen,CHECK,4753,USD,"2,476.93",1.0000,"2,476.93",INV-9898,"2,476.93",0.00
PMT-31264,Receipt,01/08/2026,C-0014,Rivet Supper Club,CHECK,4382,USD,"2,851.99",1.0000,"2,851.99",INV-9912,"2,851.99",0.00
PMT-31265,Receipt,01/08/2026,C-0040,Parsnip Pizzeria,ACH,146074218655191,USD,"3,529.77",1.0000,"3,529.77",INV-9971,"3,529.77",0.00
PMT-31266,Receipt,01/08/2026,C-0064,Juniper Hill Foods,ACH,653038461301428,USD,"22,982.46",1.0000,"22,982.46",INV-9878,"22,982.46",0.00
PMT-31267,Receipt,01/08/2026,C-0076,Thimbleberry Eatery,CHECK,9363,USD,"3,227.86",1.0000,"3,227.86",INV-9927,"3,227.86",0.00
PMT-31268,Receipt,01/08/2026,C-0089,Kinfolk Pizzeria,ACH,827463473534964,USD,"1,118.19",1.0000,"1,118.19",INV-9917,"1,118.19",0.00
PMT-31269,Receipt,01/08/2026,C-0090,Zigzag Mountain Grocery,CHECK,2835,USD,"27,626.10",1.0000,"27,626.10",INV-9867,"27,626.10",0.00
PMT-31270,Receipt,01/08/2026,C-0147,Vashon Island Market,ACH,465220019609778,USD,"12,339.91",1.0000,"12,339.91",INV-9883,"12,339.91",0.00
PMT-31271,Receipt,01/08/2026,C-0177,Quarterdeck Tavern,CHECK,6923,USD,"2,525.93",1.0000,"2,525.93",INV-9968,"2,525.93",0.00
PMT-31272,Receipt,01/08/2026,C-0189,Ironclad Brasserie,ACH,350577588093218,USD,"3,271.05",1.0000,"3,271.05",INV-9949,"3,271.05",0.00
PMT-31273,Receipt,01/08/2026,C-0190,Magpie Tavern,CHECK,3901,USD,"2,224.26",1.0000,"2,224.26",INV-9897,"2,224.26",0.00
PMT-31274,Receipt,01/08/2026,C-0233,Rose City Market Hall,ACH,111721081599229,USD,"21,035.01",1.0000,"21,035.01",INV-9857,"21,035.01",0.00
PMT-31275,Receipt,01/08/2026,C-0365,Quarry Bistro,CHECK,7043,USD,"2,141.60",1.0000,"2,141.60",INV-9907,"2,141.60",0.00
PMT-31276,Receipt,01/08/2026,C-0414,Belmont Natural Foods,ACH,539348509689631,USD,"16,033.40",1.0000,"16,033.40",INV-9884,"16,033.40",0.00
PMT-31277,Receipt,01/09/2026,C-0012,Olallie Market,CHECK,6245,USD,"15,991.86",1.0000,"15,991.86",INV-9870,"15,991.86",0.00
PMT-31278,Receipt,01/09/2026,C-0247,Wren Noodle House,ACH,459111046389318,USD,"3,225.33",1.0000,"3,225.33",INV-9887,"3,225.33",0.00
PMT-31279,Receipt,01/09/2026,C-0330,Alder Street Market,ACH,787933537875024,USD,"21,180.62",1.0000,"21,180.62",INV-9858,"21,180.62",0.00
PMT-31280,Receipt,01/12/2026,C-0001,Meadowlark Bistro,CHECK,4639,USD,"1,814.84",1.0000,"1,814.84",INV-9986,"1,814.84",0.00
PMT-31281,Receipt,01/12/2026,C-0033,Treasure Valley Market,CHECK,6069,USD,"11,070.08",1.0000,"11,070.08",INV-9935,"11,070.08",0.00
PMT-31282,Receipt,01/12/2026,C-0037,Bellwether Tavern,ACH,549587378667929,USD,"1,361.95",1.0000,"1,361.95",INV-9948,"1,361.95",0.00
PMT-31283,Receipt,01/12/2026,C-0045,Bridgetown Pantry,CHECK,8164,USD,"17,381.87",1.0000,"17,381.87",INV-9885,"17,381.87",0.00
PMT-31284,Receipt,01/12/2026,C-0046,Yakima Orchard Market,ACH,381208384018368,USD,"21,368.66",1.0000,"21,368.66",INV-9861,"21,368.66",0.00
PMT-31285,Receipt,01/12/2026,C-0066,Keel Smokehouse,ACH,818266573613920,USD,"2,044.03",1.0000,"2,044.03",INV-9955,"2,044.03",0.00
PMT-31286,Receipt,01/12/2026,C-0075,Vesper Pizzeria,CHECK,3457,USD,"1,516.99",1.0000,"1,516.99",INV-9966,"1,516.99",0.00
PMT-31287,Receipt,01/12/2026,C-0096,Pioneer Square Provisions,ACH,896612227865674,USD,"22,257.49",1.0000,"22,257.49",INV-9862,"22,257.49",0.00
PMT-31288,Receipt,01/12/2026,C-0112,Loam Bakery,CHECK,8868,USD,"1,518.35",1.0000,"1,518.35",INV-10005,"1,518.35",0.00
PMT-31289,Receipt,01/12/2026,C-0115,Gull Eatery,ACH,460619124869921,USD,"3,461.44",1.0000,"3,461.44",INV-9905,"3,461.44",0.00
PMT-31290,Receipt,01/12/2026,C-0122,Owyhee Mercantile,ACH,704979175867927,USD,"12,011.91",1.0000,"12,011.91",INV-9860,"12,011.91",0.00
PMT-31291,Receipt,01/12/2026,C-0133,Sawtooth Natural Foods,ACH,631882560715361,USD,"15,415.38",1.0000,"15,415.38",INV-9854,"15,415.38",0.00
PMT-31292,Receipt,01/12/2026,C-0135,Vine Bistro,CHECK,4338,USD,"3,748.06",1.0000,"3,748.06",INV-9945,"3,748.06",0.00
PMT-31293,Receipt,01/12/2026,C-0146,Jetty Tavern,ACH,329317218107106,USD,"1,830.73",1.0000,"1,830.73",INV-9973,"1,830.73",0.00
PMT-31294,Receipt,01/12/2026,C-0156,Hollow Noodle House,ACH,374954926763582,USD,"1,922.99",1.0000,"1,922.99",INV-10006,"1,922.99",0.00
PMT-31295,Receipt,01/12/2026,C-0273,Coldwater Creek Market,CHECK,6521,USD,"12,652.18",1.0000,"12,652.18",INV-9855,"12,652.18",0.00
PMT-31296,Receipt,01/12/2026,C-0295,Zephyr Bakery,ACH,156633269317995,USD,"3,299.21",1.0000,"3,299.21",INV-9992,"3,299.21",0.00
PMT-31297,Receipt,01/12/2026,C-0305,Bittern Bistro,CHECK,2073,USD,"1,449.33",1.0000,"1,449.33",INV-9957,"1,449.33",0.00
PMT-31298,Receipt,01/12/2026,C-0306,Tillamook Road Grocery,CHECK,8611,USD,"24,680.05",1.0000,"24,680.05",INV-9881,"24,680.05",0.00
PMT-31299,Receipt,01/12/2026,C-0323,Waxwing Eatery,CHECK,6808,USD,"1,847.44",1.0000,"1,847.44",INV-9977,"1,847.44",0.00
PMT-31300,Receipt,01/12/2026,C-0328,Drumlin Bakery,CHECK,5858,USD,"2,300.54",1.0000,"2,300.54",INV-9981,"2,300.54",0.00
PMT-31301,Receipt,01/12/2026,C-0331,Ironwood Grocery,ACH,861155886719051,USD,"13,992.68",1.0000,"13,992.68",INV-9863,"13,992.68",0.00
PMT-31302,Receipt,01/12/2026,C-0335,Mountain Grocers Inc.,CHECK,2057,USD,"28,574.96",1.0000,"28,574.96",INV-9888,"28,574.96",0.00
PMT-31303,Receipt,01/12/2026,C-0379,Filbert & Oak Market,ACH,759578019523260,USD,"14,880.52",1.0000,"14,880.52",INV-9872,"14,880.52",0.00
PMT-31304,Receipt,01/12/2026,C-0389,Umpqua Valley Foods,ACH,124077986505364,USD,"19,779.29",1.0000,"19,779.29",INV-9865,"19,779.29",0.00
PMT-31305,Receipt,01/12/2026,C-0400,Salmonberry Market,CHECK,837,USD,"16,478.73",1.0000,"16,478.73",INV-9859,"16,478.73",0.00
PMT-31306,Receipt,01/12/2026,C-0403,Basalt Grill,ACH,429059870824876,USD,"3,292.47",1.0000,"3,292.47",INV-9958,"3,292.47",0.00
PMT-31307,Receipt,01/12/2026,C-0415,Kestrel Market Hall,ACH,461964576901672,USD,"11,895.59",1.0000,"11,895.59",INV-9876,"11,895.59",0.00
PMT-31308,Receipt,01/13/2026,C-0047,Gable Brasserie,ACH,829430648261701,USD,"2,609.75",1.0000,"2,609.75",INV-9936,"2,609.75",0.00
PMT-31309,Receipt,01/13/2026,C-0107,Green Valley Co-op,CHECK,5311,USD,"24,744.11",1.0000,"24,744.11",INV-9901,"24,744.11",0.00
PMT-31310,Receipt,01/13/2026,C-0200,Ember Lane Grocers,CHECK,3975,USD,"18,008.51",1.0000,"18,008.51",INV-9910,"18,008.51",0.00
PMT-31311,Receipt,01/14/2026,C-0106,Fiddlehead Taproom,ACH,573831024992139,USD,"1,501.38",1.0000,"1,501.38",INV-9983,"1,501.38",0.00
PMT-31312,Receipt,01/14/2026,C-0155,Lodestar Cafe,CHECK,2772,USD,"3,336.33",1.0000,"3,336.33",INV-9946,"3,336.33",0.00
PMT-31313,Receipt,01/14/2026,C-0158,Umber Grill,CHECK,9919,USD,"2,434.19",1.0000,"2,434.19",INV-9962,"2,434.19",0.00
PMT-31314,Receipt,01/14/2026,C-0206,Otter Brasserie,CHECK,8114,USD,"3,626.31",1.0000,"3,626.31",INV-9995,"3,626.31",0.00
PMT-31315,Receipt,01/14/2026,C-0329,Oxbow Smokehouse,ACH,681290768664236,USD,"1,634.93",1.0000,"1,634.93",INV-9913,"1,634.93",0.00
PMT-31316,Receipt,01/14/2026,C-0390,Dogwood Bistro,ACH,348165140217302,USD,"2,744.02",1.0000,"2,744.02",INV-9985,"2,744.02",0.00
PMT-31317,Receipt,01/15/2026,C-0143,Gorge Valley Co-op,ACH,452855269257833,USD,"24,120.85",1.0000,"24,120.85",INV-9868,"24,120.85",0.00
PMT-31318,Receipt,01/15/2026,C-0219,Huckleberry Grill,ACH,710856331633948,USD,"1,870.53",1.0000,"1,870.53",INV-10007,"1,870.53",0.00
PMT-31319,Receipt,01/15/2026,C-0427,Deschutes Food Hall,ACH,790591562558957,USD,"22,488.49",1.0000,"22,488.49",INV-9880,"22,488.49",0.00
PMT-31320,Receipt,01/16/2026,C-0045,Bridgetown Pantry,CHECK,7484,USD,"14,062.61",1.0000,"14,062.61",INV-9923,"14,062.61",0.00
PMT-31321,Receipt,01/16/2026,C-0074,Estuary Smokehouse,CHECK,9913,USD,"3,010.78",1.0000,"3,010.78",INV-10003,"3,010.78",0.00
PMT-31322,Receipt,01/16/2026,C-0105,Whidbey Harvest Co-op,ACH,601347107147236,USD,"25,975.29",1.0000,"25,975.29",INV-9895,"25,975.29",0.00
PMT-31323,Receipt,01/16/2026,C-0348,Foxglove Market,ACH,035544292930672,USD,"16,079.74",1.0000,"16,079.74",INV-9904,"16,079.74",0.00
PMT-31324,Receipt,01/16/2026,C-0396,Driftwood Pantry,ACH,949108025952138,USD,"25,069.42",1.0000,"25,069.42",INV-9900,"25,069.42",0.00
PMT-31325,Receipt,01/19/2026,C-0014,Rivet Supper Club,CHECK,6492,USD,"1,583.62",1.0000,"1,583.62",INV-10010,"1,583.62",0.00
PMT-31326,Receipt,01/19/2026,C-0081,Fernwood Grill,CHECK,2779,USD,"2,529.64",1.0000,"2,529.64",INV-10004,"2,529.64",0.00
PMT-31327,Receipt,01/19/2026,C-0090,Zigzag Mountain Grocery,CHECK,190,USD,"25,533.85",1.0000,"25,533.85",INV-9930,"25,533.85",0.00
PMT-31328,Receipt,01/19/2026,C-0105,Whidbey Harvest Co-op,ACH,180651927606279,USD,"28,391.28",1.0000,"28,391.28",INV-9894,"28,391.28",0.00
PMT-31329,Receipt,01/19/2026,C-0107,Green Valley Co-op,CHECK,9108,USD,"11,661.91",1.0000,"11,661.91",INV-9950,"11,661.91",0.00
PMT-31330,Receipt,01/19/2026,C-0132,Jubilee Cantina,ACH,188896233102354,USD,778.29,1.0000,778.29,INV-9988,778.29,0.00
PMT-31331,Receipt,01/19/2026,C-0163,Elk Rock Provisions,ACH,375962407225069,USD,"16,708.78",1.0000,"16,708.78",INV-9976,"16,708.78",0.00
PMT-31332,Receipt,01/19/2026,C-0191,Riverstone Smokehouse,CHECK,1144,USD,"1,466.70",1.0000,"1,466.70",INV-9989,"1,466.70",0.00
PMT-31333,Receipt,01/19/2026,C-0197,Elderberry Deli,CHECK,4883,USD,"3,812.89",1.0000,"3,812.89",INV-9975,"3,812.89",0.00
PMT-31334,Receipt,01/19/2026,C-0242,Pumice Cantina,CHECK,4519,USD,"1,293.22",1.0000,"1,293.22",INV-9990,"1,293.22",0.00
PMT-31335,Receipt,01/19/2026,C-0273,Coldwater Creek Market,CHECK,5835,USD,"11,542.68",1.0000,"11,542.68",INV-9943,"11,542.68",0.00
PMT-31336,Receipt,01/19/2026,C-0275,Tamarack Smokehouse,CHECK,2934,USD,863.93,1.0000,863.93,INV-9997,863.93,0.00
PMT-31337,Receipt,01/19/2026,C-0278,Sorrel Cantina,CHECK,8295,USD,"3,242.64",1.0000,"3,242.64",INV-9984,"3,242.64",0.00
PMT-31338,Receipt,01/19/2026,C-0296,Bluebird Smokehouse,CHECK,6465,USD,"1,876.35",1.0000,"1,876.35",INV-9998,"1,876.35",0.00
PMT-31339,Receipt,01/19/2026,C-0335,Mountain Grocers Inc.,CHECK,9466,USD,"25,057.19",1.0000,"25,057.19",INV-9911,"25,057.19",0.00
PMT-31340,Receipt,01/19/2026,C-0349,Dovetail Taproom,ACH,012825307538013,USD,"2,076.85",1.0000,"2,076.85",INV-10000,"2,076.85",0.00
PMT-31341,Receipt,01/19/2026,C-0379,Filbert & Oak Market,ACH,089927580633966,USD,"27,887.86",1.0000,"27,887.86",INV-9928,"27,887.86",0.00
PMT-31342,Receipt,01/19/2026,C-0389,Umpqua Valley Foods,ACH,359187276633855,USD,"21,040.73",1.0000,"21,040.73",INV-9952,"21,040.73",0.00
PMT-31343,Receipt,01/19/2026,C-0420,Nehalem Bay Grocers,CHECK,4251,USD,"19,905.22",1.0000,"19,905.22",INV-9899,"19,905.22",0.00
PMT-31344,Receipt,01/19/2026,C-0427,Deschutes Food Hall,ACH,220693202087756,USD,"23,421.31",1.0000,"23,421.31",INV-9961,"23,421.31",0.00
PMT-31345,Receipt,01/20/2026,C-0027,Cascade Harvest Grocers,CHECK,8104,USD,"12,453.02",1.0000,"12,453.02",INV-9965,"12,453.02",0.00
PMT-31346,Receipt,01/20/2026,C-0323,Waxwing Eatery,CHECK,9953,USD,"1,981.70",1.0000,"1,981.70",INV-10011,"1,981.70",0.00
PMT-31347,Receipt,01/20/2026,C-0330,Alder Street Market,ACH,577596758008262,USD,"12,453.75",1.0000,"12,453.75",INV-9940,"12,453.75",0.00
PMT-31348,Receipt,01/20/2026,C-0378,Yellowjacket Taproom,CHECK,9303,USD,"3,434.88",1.0000,"3,434.88",INV-9982,"3,434.88",0.00
PMT-31349,Receipt,01/21/2026,C-0069,Riverbend Natural Grocers,ACH,420892168675534,USD,"28,235.12",1.0000,"28,235.12",INV-9939,"28,235.12",0.00
PMT-31350,Receipt,01/21/2026,C-0076,Thimbleberry Eatery,CHECK,2101,USD,"3,600.10",1.0000,"3,600.10",INV-10016,"3,600.10",0.00
PMT-31351,Receipt,01/21/2026,C-0306,Tillamook Road Grocery,CHECK,8099,USD,"24,793.84",1.0000,"24,793.84",INV-9980,"24,793.84",0.00
PMT-31352,Receipt,01/21/2026,C-0324,Obsidian Grill,ACH,396507794274792,USD,"1,842.72",1.0000,"1,842.72",INV-9999,"1,842.72",0.00
PMT-31353,Receipt,01/21/2026,C-0337,Saffron Taproom,CHECK,6731,USD,"2,321.36",1.0000,"2,321.36",INV-10042,"2,321.36",0.00
PMT-31354,Receipt,01/21/2026,C-0357,Mountain Grocers LLC,ACH,326934336395752,USD,"27,367.32",1.0000,"27,367.32",INV-9922,"27,367.32",0.00
