Invoice No,Customer ID,Customer Name,Invoice Date,Due Date,Terms,Currency,Subtotal,Tax,Total,Exchange Rate,Total (USD),Balance Due,Status
INV-9988,C-0191,Riverstone Smokehouse,12/29/2025,01/13/2026,Net 15,USD,"1,466.70",0.00,"1,466.70",1.0000,"1,466.70",0.00,Paid
INV-9989,C-0242,Pumice Cantina,12/29/2025,01/13/2026,Net 15,USD,"1,293.22",0.00,"1,293.22",1.0000,"1,293.22",0.00,Paid
INV-9990,C-0276,Mossy Rock Taproom,12/29/2025,01/13/2026,Net 15,USD,"3,288.23",0.00,"3,288.23",1.0000,"3,288.23",0.00,Paid
INV-9991,C-0295,Zephyr Bakery,12/29/2025,01/13/2026,Net 15,USD,"3,299.21",0.00,"3,299.21",1.0000,"3,299.21",0.00,Paid
INV-9992,C-0425,Thistle Pizzeria,12/29/2025,01/13/2026,Net 15,USD,"1,452.04",0.00,"1,452.04",1.0000,"1,452.04",0.00,Paid
INV-9993,C-0330,Alder Street Market,01/02/2026,02/01/2026,Net 30,USD,"12,093.45",0.00,"12,093.45",1.0000,"12,093.45",0.00,Paid
INV-9994,C-0206,Otter Brasserie,12/29/2025,01/13/2026,Net 15,USD,"3,626.31",0.00,"3,626.31",1.0000,"3,626.31",0.00,Paid
INV-9995,C-0237,Plover Supper Club,12/29/2025,01/13/2026,Net 15,USD,"3,190.25",0.00,"3,190.25",1.0000,"3,190.25",0.00,Paid
INV-9996,C-0275,Tamarack Smokehouse,12/29/2025,01/13/2026,Net 15,USD,863.93,0.00,863.93,1.0000,863.93,0.00,Paid
INV-9997,C-0296,Bluebird Smokehouse,12/29/2025,01/13/2026,Net 15,USD,"1,876.35",0.00,"1,876.35",1.0000,"1,876.35",0.00,Paid
INV-9998,C-0324,Obsidian Grill,12/29/2025,01/13/2026,Net 15,USD,"1,842.72",0.00,"1,842.72",1.0000,"1,842.72",0.00,Paid
INV-9999,C-0349,Dovetail Taproom,12/29/2025,01/13/2026,Net 15,USD,"2,076.85",0.00,"2,076.85",1.0000,"2,076.85",0.00,Paid
