Posted Date,Description,Amount,Balance,Reference
2026-06-25,ACH DEBIT WILLAMETTE VALLEY  CCD,-11070.23,591091.50,601423646422650
2026-06-25,ACH DEBIT HOOD CANAL OYSTER  CCD,-5314.56,585776.94,067538680726736
2026-06-25,ACH DEBIT COLUMBIA GORGE ORC CCD,-20716.38,565060.56,002493116685737
2026-06-25,ACH DEBIT PALOUSE LENTIL GRO CCD,-8950.14,556110.42,212442092863210
2026-06-25,ACH DEBIT HERMISTON MELON FA CCD,-5753.31,550357.11,717337949841344
2026-06-25,ACH DEBIT UMPQUA OAT MILL CCD,-8006.23,542350.88,855784009470522
2026-06-25,ACH DEBIT EVERGREEN BOX & FI CCD,-3313.95,539036.93,619895815318385
2026-06-25,FIRST CASCADE LOC INTEREST 5512,-6756.25,532280.68,
2026-06-25,FIRST CASCADE LOC ADVANCE 5512,55000.00,587280.68,
2026-06-26,REMOTE DEPOSIT CAPTURE,12547.03,599827.71,3686
2026-06-26,REMOTE DEPOSIT CAPTURE,4030.30,603858.01,2201
2026-06-26,ACH CREDIT BELMONT NATURAL  PPD,18105.29,621963.30,470858946343811
2026-06-26,CHECK 40451,-4875.30,617088.00,40451
2026-06-26,CHECK 40458,-2949.89,614138.11,40458
2026-06-26,CHECK 40460,-4623.08,609515.03,40460
2026-06-29,ACH CREDIT JUNIPER HILL FOO PPD,19953.50,629468.53,108473749791519
2026-06-29,ACH CREDIT HOLLOW NOODLE HO PPD,1475.01,630943.54,666717711944180
2026-06-29,REMOTE DEPOSIT CAPTURE,1762.61,632706.15,3095
2026-06-29,REMOTE DEPOSIT CAPTURE,3056.31,635762.46,7987
2026-06-29,ACH CREDIT ALDER STREET MAR PPD,11492.58,647255.04,536235114130439
2026-06-29,REMOTE DEPOSIT CAPTURE,5962.91,653217.95,1209
2026-06-29,ACH CREDIT MARROW BRASSERIE PPD,1219.42,654437.37,593319462237624
2026-06-29,ACH CREDIT UMPQUA VALLEY FO PPD,17973.25,672410.62,443419453750701
2026-06-29,ACH CREDIT FABLE KITCHEN PPD,2025.31,674435.93,933410396694081
2026-06-29,ACH CREDIT KESTREL MARKET H PPD,14104.29,688540.22,862132714706488
2026-06-29,REMOTE DEPOSIT CAPTURE,4016.14,692556.36,8359
2026-06-29,CHECK 40463,-4485.06,688071.30,40463
2026-06-29,CHECK 40466,-9116.48,678954.82,40466
2026-06-29,CHECK 40475,-14533.50,664421.32,40475
2026-06-30,CHECK 40462,-4258.07,660163.25,40462
2026-06-30,CHECK 40464,-15350.08,644813.17,40464
2026-06-30,CHECK 40465,-15356.82,629456.35,40465
2026-06-30,CHECK 40467,-7701.83,621754.52,40467
2026-06-30,CHECK 40468,-7216.29,614538.23,40468
2026-06-30,CHECK 40469,-7718.05,606820.18,40469
2026-06-30,CHECK 40470,-2860.08,603960.10,40470
2026-06-30,CHECK 40471,-8044.43,595915.67,40471
2026-06-30,CHECK 40472,-6564.12,589351.55,40472
2026-06-30,CHECK 40473,-6236.83,583114.72,40473
2026-06-30,CHECK 40474,-4274.24,578840.48,40474
2026-06-30,CHECK 40476,-5629.44,573211.04,40476
2026-06-30,PINNACLE PAYROLL SVCS PAYROLL DD,-146064.11,427146.93,
2026-06-30,MONTHLY MAINTENANCE FEE,-45.00,427101.93,
2026-07-01,REMOTE DEPOSIT CAPTURE,4120.00,431221.93,2709
2026-07-01,ACH CREDIT RIVERBEND NATURA PPD,24439.67,455661.60,698997270734034
2026-07-01,ACH CREDIT IRONWOOD GROCERY PPD,16633.65,472295.25,802855924997131
2026-07-01,ACH CREDIT DRIFTWOOD PANTRY PPD,25385.77,497681.02,070747328298315
2026-07-01,ACH CREDIT FILBERT & OAK MA PPD,26076.09,523757.11,057489264374107
2026-07-01,ACH CREDIT VASHON ISLAND MA PPD,15399.28,539156.39,618350505149322
2026-07-01,ACH CREDIT HAWTHORNE FRESH  PPD,22287.57,561443.96,605165419128633
2026-07-01,ACH CREDIT PIONEER SQUARE P PPD,24245.29,585689.25,104558662704895
2026-07-01,ACH CREDIT SAWTOOTH NATURAL PPD,24896.19,610585.44,968786822326781
2026-07-01,ACH CREDIT GORGE VALLEY CO- PPD,14422.98,625008.42,472433883228026
2026-07-02,CHECK 40477,-7412.30,617596.12,40477
2026-07-02,ACH DEBIT VENDOR PAYMENT RUN CCD,-91964.54,525631.58,839849449922484
2026-07-06,CHECK 40478,-6238.95,519392.63,40478
2026-07-09,CHECK 40479,-4934.50,514458.13,40479
2026-07-09,ACH DEBIT VENDOR PAYMENT RUN CCD,-53626.63,460831.50,450088266178056
2026-07-15,PINNACLE PAYROLL SVCS PAYROLL DD,-143737.15,317094.35,
